FARENDMA,XZQHDAIM,XZHQHMCH,JIBIEEEE,SUOZDISH,SUOZAISF,XULIEHAO,BYZIDUAN,WEIHSHIJ,WEIHGUIY,WEIHJIGO,WEIHRIQI,SHIJCHUO,JILUZTAI
9999,130433,河北省-邯郸市-馆陶县,2,,130400,0,,,,,,,
9999,130434,河北省-邯郸市-魏县,2,,130400,0,,,,,,,
9999,130435,河北省-邯郸市-曲周县,2,,130400,0,,,,,,,
9999,130481,河北省-邯郸市-武安市,2,,130400,0,,,,,,,
9999,130500,河北省-邢台市,1,,130000,0,,,,,,,
9999,130501,河北省-邢台市-市辖区,2,,130500,0,,,,,,,
9999,130502,河北省-邢台市-襄都区,2,,130500,0,,,,,,,
9999,130503,河北省-邢台市-信都区,2,,130500,0,,,,,,,
9999,130505,河北省-邢台市-任泽区,2,,130500,0,,,,,,,
9999,130506,河北省-邢台市-南和区,2,,130500,0,,,,,,,
9999,130522,河北省-邢台市-临城县,2,,130500,0,,,,,,,
9999,130523,河北省-邢台市-内丘县,2,,130500,0,,,,,,,
9999,130524,河北省-邢台市-柏乡县,2,,130500,0,,,,,,,
9999,130525,河北省-邢台市-隆尧县,2,,130500,0,,,,,,,
9999,130528,河北省-邢台市-宁晋县,2,,130500,0,,,,,,,
9999,130529,河北省-邢台市-巨鹿县,2,,130500,0,,,,,,,
9999,130530,河北省-邢台市-新河县,2,,130500,0,,,,,,,
9999,130531,河北省-邢台市-广宗县,2,,130500,0,,,,,,,
9999,130532,河北省-邢台市-平乡县,2,,130500,0,,,,,,,
9999,130533,河北省-邢台市-威县,2,,130500,0,,,,,,,
9999,130534,河北省-邢台市-清河县,2,,130500,0,,,,,,,
9999,130535,河北省-邢台市-临西县,2,,130500,0,,,,,,,
9999,130581,河北省-邢台市-南宫市,2,,130500,0,,,,,,,
9999,130582,河北省-邢台市-沙河市,2,,130500,0,,,,,,,
9999,130600,河北省-保定市,1,,130000,0,,,,,,,
9999,130601,河北省-保定市-市辖区,2,,130600,0,,,,,,,
9999,130602,河北省-保定市-竞秀区,2,,130600,0,,,,,,,
9999,130606,河北省-保定市-莲池区,2,,130600,0,,,,,,,
9999,130607,河北省-保定市-满城区,2,,130600,0,,,,,,,
9999,130608,河北省-保定市-清苑区,2,,130600,0,,,,,,,
9999,130609,河北省-保定市-徐水区,2,,130600,0,,,,,,,
9999,130623,河北省-保定市-涞水县,2,,130600,0,,,,,,,
9999,130624,河北省-保定市-阜平县,2,,130600,0,,,,,,,
9999,130626,河北省-保定市-定兴县,2,,130600,0,,,,,,,
9999,130627,河北省-保定市-唐县,2,,130600,0,,,,,,,
9999,130628,河北省-保定市-高阳县,2,,130600,0,,,,,,,
9999,130629,河北省-保定市-容城县,2,,130600,0,,,,,,,
9999,130630,河北省-保定市-涞源县,2,,130600,0,,,,,,,
9999,130631,河北省-保定市-望都县,2,,130600,0,,,,,,,
9999,130632,河北省-保定市-安新县,2,,130600,0,,,,,,,
9999,130633,河北省-保定市-易县,2,,130600,0,,,,,,,
9999,130634,河北省-保定市-曲阳县,2,,130600,0,,,,,,,
9999,130635,河北省-保定市-蠡县,2,,130600,0,,,,,,,
9999,130636,河北省-保定市-顺平县,2,,130600,0,,,,,,,
9999,130637,河北省-保定市-博野县,2,,130600,0,,,,,,,
9999,130638,河北省-保定市-雄县,2,,130600,0,,,,,,,
9999,130681,河北省-保定市-涿州市,2,,130600,0,,,,,,,
9999,130682,河北省-保定市-定州市,2,,130600,0,,,,,,,
9999,130683,河北省-保定市-安国市,2,,130600,0,,,,,,,
9999,130684,河北省-保定市-高碑店市,2,,130600,0,,,,,,,
9999,130700,河北省-张家口市,1,,130000,0,,,,,,,
9999,130701,河北省-张家口市-市辖区,2,,130700,0,,,,,,,
9999,130702,河北省-张家口市-桥东区,2,,130700,0,,,,,,,
9999,130703,河北省-张家口市-桥西区,2,,130700,0,,,,,,,
9999,130705,河北省-张家口市-宣化区,2,,130700,0,,,,,,,
9999,130706,河北省-张家口市-下花园区,2,,130700,0,,,,,,,
9999,130708,河北省-张家口市-万全区,2,,130700,0,,,,,,,
9999,130709,河北省-张家口市-崇礼区,2,,130700,0,,,,,,,
9999,130722,河北省-张家口市-张北县,2,,130700,0,,,,,,,
9999,130723,河北省-张家口市-康保县,2,,130700,0,,,,,,,
9999,130724,河北省-张家口市-沽源县,2,,130700,0,,,,,,,
9999,130725,河北省-张家口市-尚义县,2,,130700,0,,,,,,,
9999,130726,河北省-张家口市-蔚县,2,,130700,0,,,,,,,
9999,130727,河北省-张家口市-阳原县,2,,130700,0,,,,,,,
9999,130728,河北省-张家口市-怀安县,2,,130700,0,,,,,,,
9999,130730,河北省-张家口市-怀来县,2,,130700,0,,,,,,,
9999,130731,河北省-张家口市-涿鹿县,2,,130700,0,,,,,,,
9999,130732,河北省-张家口市-赤城县,2,,130700,0,,,,,,,
9999,130800,河北省-承德市,1,,130000,0,,,,,,,
9999,130801,河北省-承德市-市辖区,2,,130800,0,,,,,,,
9999,130802,河北省-承德市-双桥区,2,,130800,0,,,,,,,
9999,130803,河北省-承德市-双滦区,2,,130800,0,,,,,,,
9999,130804,河北省-承德市-鹰手营子矿区,2,,130800,0,,,,,,,
9999,130821,河北省-承德市-承德县,2,,130800,0,,,,,,,
9999,130822,河北省-承德市-兴隆县,2,,130800,0,,,,,,,
9999,130824,河北省-承德市-滦平县,2,,130800,0,,,,,,,
9999,130825,河北省-承德市-隆化县,2,,130800,0,,,,,,,
9999,130826,河北省-承德市-丰宁满族自治县,2,,130800,0,,,,,,,
9999,130827,河北省-承德市-宽城满族自治县,2,,130800,0,,,,,,,
9999,130828,河北省-承德市-围场满族蒙古族自治县,2,,130800,0,,,,,,,
9999,130881,河北省-承德市-平泉市,2,,130800,0,,,,,,,
9999,130900,河北省-沧州市,1,,130000,0,,,,,,,
9999,130901,河北省-沧州市-市辖区,2,,130900,0,,,,,,,
9999,130902,河北省-沧州市-新华区,2,,130900,0,,,,,,,
9999,130903,河北省-沧州市-运河区,2,,130900,0,,,,,,,
9999,130921,河北省-沧州市-沧县,2,,130900,0,,,,,,,
9999,130922,河北省-沧州市-青县,2,,130900,0,,,,,,,
9999,130923,河北省-沧州市-东光县,2,,130900,0,,,,,,,
9999,130924,河北省-沧州市-海兴县,2,,130900,0,,,,,,,
9999,130925,河北省-沧州市-盐山县,2,,130900,0,,,,,,,
9999,130926,河北省-沧州市-肃宁县,2,,130900,0,,,,,,,
9999,130927,河北省-沧州市-南皮县,2,,130900,0,,,,,,,
9999,130928,河北省-沧州市-吴桥县,2,,130900,0,,,,,,,
9999,130929,河北省-沧州市-献县,2,,130900,0,,,,,,,
9999,130930,河北省-沧州市-孟村回族自治县,2,,130900,0,,,,,,,
9999,130981,河北省-沧州市-泊头市,2,,130900,0,,,,,,,
9999,130982,河北省-沧州市-任丘市,2,,130900,0,,,,,,,
9999,130983,河北省-沧州市-黄骅市,2,,130900,0,,,,,,,
9999,130984,河北省-沧州市-河间市,2,,130900,0,,,,,,,
9999,131000,河北省-廊坊市,1,,130000,0,,,,,,,
9999,131001,河北省-廊坊市-市辖区,2,,131000,0,,,,,,,
9999,131002,河北省-廊坊市-安次区,2,,131000,0,,,,,,,
9999,131003,河北省-廊坊市-广阳区,2,,131000,0,,,,,,,
9999,131022,河北省-廊坊市-固安县,2,,131000,0,,,,,,,
9999,131023,河北省-廊坊市-永清县,2,,131000,0,,,,,,,
9999,131024,河北省-廊坊市-香河县,2,,131000,0,,,,,,,
9999,131025,河北省-廊坊市-大城县,2,,131000,0,,,,,,,
9999,131026,河北省-廊坊市-文安县,2,,131000,0,,,,,,,
9999,131028,河北省-廊坊市-大厂回族自治县,2,,131000,0,,,,,,,
9999,131081,河北省-廊坊市-霸州市,2,,131000,0,,,,,,,
9999,131082,河北省-廊坊市-三河市,2,,131000,0,,,,,,,
9999,131100,河北省-衡水市,1,,130000,0,,,,,,,
9999,131101,河北省-衡水市-市辖区,2,,131100,0,,,,,,,
9999,131102,河北省-衡水市-桃城区,2,,131100,0,,,,,,,
9999,131103,河北省-衡水市-冀州区,2,,131100,0,,,,,,,
9999,131121,河北省-衡水市-枣强县,2,,131100,0,,,,,,,
9999,131122,河北省-衡水市-武邑县,2,,131100,0,,,,,,,
9999,131123,河北省-衡水市-武强县,2,,131100,0,,,,,,,
9999,131124,河北省-衡水市-饶阳县,2,,131100,0,,,,,,,
9999,131125,河北省-衡水市-安平县,2,,131100,0,,,,,,,
9999,131126,河北省-衡水市-故城县,2,,131100,0,,,,,,,
9999,131127,河北省-衡水市-景县,2,,131100,0,,,,,,,
9999,131128,河北省-衡水市-阜城县,2,,131100,0,,,,,,,
9999,131182,河北省-衡水市-深州市,2,,131100,0,,,,,,,
9999,140000,山西省,0,,,0,,,,,,,
9999,140100,山西省-太原市,1,,140000,0,,,,,,,
9999,140101,山西省-太原市-市辖区,2,,140100,0,,,,,,,
9999,140105,山西省-太原市-小店区,2,,140100,0,,,,,,,
9999,140106,山西省-太原市-迎泽区,2,,140100,0,,,,,,,
9999,140107,山西省-太原市-杏花岭区,2,,140100,0,,,,,,,
9999,140108,山西省-太原市-尖草坪区,2,,140100,0,,,,,,,
9999,140109,山西省-太原市-万柏林区,2,,140100,0,,,,,,,
9999,140110,山西省-太原市-晋源区,2,,140100,0,,,,,,,
9999,140121,山西省-太原市-清徐县,2,,140100,0,,,,,,,
9999,140122,山西省-太原市-阳曲县,2,,140100,0,,,,,,,
9999,140123,山西省-太原市-娄烦县,2,,140100,0,,,,,,,
9999,140181,山西省-太原市-古交市,2,,140100,0,,,,,,,
9999,140200,山西省-大同市,1,,140000,0,,,,,,,
9999,140201,山西省-大同市-市辖区,2,,140200,0,,,,,,,
9999,140212,山西省-大同市-新荣区,2,,140200,0,,,,,,,
9999,140213,山西省-大同市-平城区,2,,140200,0,,,,,,,
9999,140214,山西省-大同市-云冈区,2,,140200,0,,,,,,,
9999,140215,山西省-大同市-云州区,2,,140200,0,,,,,,,
9999,140221,山西省-大同市-阳高县,2,,140200,0,,,,,,,
9999,140222,山西省-大同市-天镇县,2,,140200,0,,,,,,,
9999,140223,山西省-大同市-广灵县,2,,140200,0,,,,,,,
9999,140224,山西省-大同市-灵丘县,2,,140200,0,,,,,,,
9999,140225,山西省-大同市-浑源县,2,,140200,0,,,,,,,
9999,140226,山西省-大同市-左云县,2,,140200,0,,,,,,,
9999,140300,山西省-阳泉市,1,,140000,0,,,,,,,
9999,140301,山西省-阳泉市-市辖区,2,,140300,0,,,,,,,
9999,140302,山西省-阳泉市-城区,2,,140300,0,,,,,,,
9999,140303,山西省-阳泉市-矿区,2,,140300,0,,,,,,,
9999,140311,山西省-阳泉市-郊区,2,,140300,0,,,,,,,
9999,140321,山西省-阳泉市-平定县,2,,140300,0,,,,,,,
9999,140322,山西省-阳泉市-盂县,2,,140300,0,,,,,,,
9999,140400,山西省-长治市,1,,140000,0,,,,,,,
9999,140401,山西省-长治市-市辖区,2,,140400,0,,,,,,,
9999,140403,山西省-长治市-潞州区,2,,140400,0,,,,,,,
9999,140404,山西省-长治市-上党区,2,,140400,0,,,,,,,
9999,140405,山西省-长治市-屯留区,2,,140400,0,,,,,,,
9999,140406,山西省-长治市-潞城区,2,,140400,0,,,,,,,
9999,140423,山西省-长治市-襄垣县,2,,140400,0,,,,,,,
9999,140425,山西省-长治市-平顺县,2,,140400,0,,,,,,,
9999,140426,山西省-长治市-黎城县,2,,140400,0,,,,,,,
9999,140427,山西省-长治市-壶关县,2,,140400,0,,,,,,,
9999,140428,山西省-长治市-长子县,2,,140400,0,,,,,,,
9999,140429,山西省-长治市-武乡县,2,,140400,0,,,,,,,
9999,140430,山西省-长治市-沁县,2,,140400,0,,,,,,,
9999,140431,山西省-长治市-沁源县,2,,140400,0,,,,,,,
9999,140500,山西省-晋城市,1,,140000,0,,,,,,,
9999,140501,山西省-晋城市-市辖区,2,,140500,0,,,,,,,
9999,140502,山西省-晋城市-城区,2,,140500,0,,,,,,,
9999,140521,山西省-晋城市-沁水县,2,,140500,0,,,,,,,
9999,140522,山西省-晋城市-阳城县,2,,140500,0,,,,,,,
9999,140524,山西省-晋城市-陵川县,2,,140500,0,,,,,,,
9999,140525,山西省-晋城市-泽州县,2,,140500,0,,,,,,,
9999,140581,山西省-晋城市-高平市,2,,140500,0,,,,,,,
9999,140600,山西省-朔州市,1,,140000,0,,,,,,,
9999,140601,山西省-朔州市-市辖区,2,,140600,0,,,,,,,
9999,140602,山西省-朔州市-朔城区,2,,140600,0,,,,,,,
9999,140603,山西省-朔州市-平鲁区,2,,140600,0,,,,,,,
9999,140621,山西省-朔州市-山阴县,2,,140600,0,,,,,,,
9999,140622,山西省-朔州市-应县,2,,140600,0,,,,,,,
9999,140623,山西省-朔州市-右玉县,2,,140600,0,,,,,,,
9999,140681,山西省-朔州市-怀仁市,2,,140600,0,,,,,,,
9999,140700,山西省-晋中市,1,,140000,0,,,,,,,
9999,140701,山西省-晋中市-市辖区,2,,140700,0,,,,,,,
9999,140702,山西省-晋中市-榆次区,2,,140700,0,,,,,,,
9999,140703,山西省-晋中市-太谷区,2,,140700,0,,,,,,,
9999,140721,山西省-晋中市-榆社县,2,,140700,0,,,,,,,
9999,140722,山西省-晋中市-左权县,2,,140700,0,,,,,,,
9999,140723,山西省-晋中市-和顺县,2,,140700,0,,,,,,,
9999,140724,山西省-晋中市-昔阳县,2,,140700,0,,,,,,,
9999,140725,山西省-晋中市-寿阳县,2,,140700,0,,,,,,,
9999,140727,山西省-晋中市-祁县,2,,140700,0,,,,,,,
9999,140728,山西省-晋中市-平遥县,2,,140700,0,,,,,,,
9999,140729,山西省-晋中市-灵石县,2,,140700,0,,,,,,,
9999,140781,山西省-晋中市-介休市,2,,140700,0,,,,,,,
9999,140800,山西省-运城市,1,,140000,0,,,,,,,
9999,140801,山西省-运城市-市辖区,2,,140800,0,,,,,,,
9999,140802,山西省-运城市-盐湖区,2,,140800,0,,,,,,,
9999,140821,山西省-运城市-临猗县,2,,140800,0,,,,,,,
9999,140822,山西省-运城市-万荣县,2,,140800,0,,,,,,,
9999,140823,山西省-运城市-闻喜县,2,,140800,0,,,,,,,
9999,140824,山西省-运城市-稷山县,2,,140800,0,,,,,,,
9999,140825,山西省-运城市-新绛县,2,,140800,0,,,,,,,
9999,140826,山西省-运城市-绛县,2,,140800,0,,,,,,,
9999,140827,山西省-运城市-垣曲县,2,,140800,0,,,,,,,
9999,140828,山西省-运城市-夏县,2,,140800,0,,,,,,,
9999,140829,山西省-运城市-平陆县,2,,140800,0,,,,,,,
9999,140830,山西省-运城市-芮城县,2,,140800,0,,,,,,,
9999,140881,山西省-运城市-永济市,2,,140800,0,,,,,,,
9999,140882,山西省-运城市-河津市,2,,140800,0,,,,,,,
9999,140900,山西省-忻州市,1,,140000,0,,,,,,,
9999,140901,山西省-忻州市-市辖区,2,,140900,0,,,,,,,
9999,140902,山西省-忻州市-忻府区,2,,140900,0,,,,,,,
9999,140921,山西省-忻州市-定襄县,2,,140900,0,,,,,,,
9999,140922,山西省-忻州市-五台县,2,,140900,0,,,,,,,
9999,140923,山西省-忻州市-代县,2,,140900,0,,,,,,,
9999,140924,山西省-忻州市-繁峙县,2,,140900,0,,,,,,,
9999,140925,山西省-忻州市-宁武县,2,,140900,0,,,,,,,
9999,140926,山西省-忻州市-静乐县,2,,140900,0,,,,,,,
9999,140927,山西省-忻州市-神池县,2,,140900,0,,,,,,,
9999,140928,山西省-忻州市-五寨县,2,,140900,0,,,,,,,
9999,140929,山西省-忻州市-岢岚县,2,,140900,0,,,,,,,
9999,140930,山西省-忻州市-河曲县,2,,140900,0,,,,,,,
9999,140931,山西省-忻州市-保德县,2,,140900,0,,,,,,,
9999,140932,山西省-忻州市-偏关县,2,,140900,0,,,,,,,
9999,140981,山西省-忻州市-原平市,2,,140900,0,,,,,,,
9999,141000,山西省-临汾市,1,,140000,0,,,,,,,
9999,141001,山西省-临汾市-市辖区,2,,141000,0,,,,,,,
9999,141002,山西省-临汾市-尧都区,2,,141000,0,,,,,,,
9999,141021,山西省-临汾市-曲沃县,2,,141000,0,,,,,,,
9999,141022,山西省-临汾市-翼城县,2,,141000,0,,,,,,,
9999,141023,山西省-临汾市-襄汾县,2,,141000,0,,,,,,,
9999,141024,山西省-临汾市-洪洞县,2,,141000,0,,,,,,,
9999,141025,山西省-临汾市-古县,2,,141000,0,,,,,,,
9999,141026,山西省-临汾市-安泽县,2,,141000,0,,,,,,,
9999,141027,山西省-临汾市-浮山县,2,,141000,0,,,,,,,
9999,141028,山西省-临汾市-吉县,2,,141000,0,,,,,,,
9999,141029,山西省-临汾市-乡宁县,2,,141000,0,,,,,,,
9999,141030,山西省-临汾市-大宁县,2,,141000,0,,,,,,,
9999,141031,山西省-临汾市-隰县,2,,141000,0,,,,,,,
9999,141032,山西省-临汾市-永和县,2,,141000,0,,,,,,,
9999,141033,山西省-临汾市-蒲县,2,,141000,0,,,,,,,
9999,141034,山西省-临汾市-汾西县,2,,141000,0,,,,,,,
9999,141081,山西省-临汾市-侯马市,2,,141000,0,,,,,,,
9999,141082,山西省-临汾市-霍州市,2,,141000,0,,,,,,,
9999,141100,山西省-吕梁市,1,,140000,0,,,,,,,
9999,141101,山西省-吕梁市-市辖区,2,,141100,0,,,,,,,
9999,141102,山西省-吕梁市-离石区,2,,141100,0,,,,,,,
9999,141121,山西省-吕梁市-文水县,2,,141100,0,,,,,,,
9999,141122,山西省-吕梁市-交城县,2,,141100,0,,,,,,,
9999,141123,山西省-吕梁市-兴县,2,,141100,0,,,,,,,
9999,141124,山西省-吕梁市-临县,2,,141100,0,,,,,,,
9999,141125,山西省-吕梁市-柳林县,2,,141100,0,,,,,,,
9999,141126,山西省-吕梁市-石楼县,2,,141100,0,,,,,,,
9999,141127,山西省-吕梁市-岚县,2,,141100,0,,,,,,,
9999,141128,山西省-吕梁市-方山县,2,,141100,0,,,,,,,
9999,141129,山西省-吕梁市-中阳县,2,,141100,0,,,,,,,
9999,141130,山西省-吕梁市-交口县,2,,141100,0,,,,,,,
9999,141181,山西省-吕梁市-孝义市,2,,141100,0,,,,,,,
9999,141182,山西省-吕梁市-汾阳市,2,,141100,0,,,,,,,
9999,150000,内蒙古自治区,0,,,0,,,,,,,
9999,150100,内蒙古自治区-呼和浩特市,1,,150000,0,,,,,,,
9999,150101,内蒙古自治区-呼和浩特市-市辖区,2,,150100,0,,,,,,,
9999,150102,内蒙古自治区-呼和浩特市-新城区,2,,150100,0,,,,,,,
9999,150103,内蒙古自治区-呼和浩特市-回民区,2,,150100,0,,,,,,,
9999,150104,内蒙古自治区-呼和浩特市-玉泉区,2,,150100,0,,,,,,,
9999,150105,内蒙古自治区-呼和浩特市-赛罕区,2,,150100,0,,,,,,,
9999,150121,内蒙古自治区-呼和浩特市-土默特左旗,2,,150100,0,,,,,,,
9999,150122,内蒙古自治区-呼和浩特市-托克托县,2,,150100,0,,,,,,,
9999,150123,内蒙古自治区-呼和浩特市-和林格尔县,2,,150100,0,,,,,,,
9999,150124,内蒙古自治区-呼和浩特市-清水河县,2,,150100,0,,,,,,,
9999,150125,内蒙古自治区-呼和浩特市-武川县,2,,150100,0,,,,,,,
9999,150200,内蒙古自治区-包头市,1,,150000,0,,,,,,,
9999,150201,内蒙古自治区-包头市-市辖区,2,,150200,0,,,,,,,
9999,150202,内蒙古自治区-包头市-东河区,2,,150200,0,,,,,,,
9999,150203,内蒙古自治区-包头市-昆都仑区,2,,150200,0,,,,,,,
9999,150204,内蒙古自治区-包头市-青山区,2,,150200,0,,,,,,,
9999,150205,内蒙古自治区-包头市-石拐区,2,,150200,0,,,,,,,
9999,150206,内蒙古自治区-包头市-白云鄂博矿区,2,,150200,0,,,,,,,
9999,150207,内蒙古自治区-包头市-九原区,2,,150200,0,,,,,,,
9999,150221,内蒙古自治区-包头市-土默特右旗,2,,150200,0,,,,,,,
9999,150222,内蒙古自治区-包头市-固阳县,2,,150200,0,,,,,,,
9999,150223,内蒙古自治区-包头市-达尔罕茂明安联合旗,2,,150200,0,,,,,,,
9999,150300,内蒙古自治区-乌海市,1,,150000,0,,,,,,,
9999,150301,内蒙古自治区-乌海市-市辖区,2,,150300,0,,,,,,,
9999,150302,内蒙古自治区-乌海市-海勃湾区,2,,150300,0,,,,,,,
9999,150303,内蒙古自治区-乌海市-海南区,2,,150300,0,,,,,,,
